Palabra,Donald Trump.csv,,James David Vance.csv,,Joe Biden.csv,,Kamala Harris.csv,,Tim Walz.csv,Sentimiento
retailer,0,,0,,1,,1,,1,Neutral
biochemist,0,,0,,1,,0,,0,0
cobbler,0,,0,,1,,0,,0,0
availability,0,,0,,1,,0,,0,0
swath,0,,0,,1,,0,,1,Neutral
underground,0,,0,,1,,0,,0,0
acquisition,0,,0,,1,,0,,0,0
yorkdenver,0,,0,,1,,0,,0,0
illinois,0,,0,,1,,2,,1,Neutral
redin,0,,0,,1,,0,,0,0
pleaseeeeee,0,,0,,1,,0,,0,0
derogative,0,,0,,1,,0,,0,0
mayer,0,,0,,1,,0,,0,0
isolationism,0,,0,,1,,0,,0,0
autonomy,0,,0,,1,,1,,0,0
snowdens,0,,0,,1,,0,,0,0
skyrocketing,0,,0,,1,,0,,0,0
tsunami,0,,0,,1,,3,,0,0
borderlol,0,,0,,1,,0,,0,0
reteriment,0,,0,,1,,0,,0,0
seninial,0,,0,,1,,0,,0,0
headcase,0,,0,,1,,1,,0,0
dimentra,0,,0,,1,,0,,0,0
swab,0,,0,,1,,0,,0,0
flavour,0,,0,,1,,0,,2,Neutral
doooooo,0,,0,,1,,0,,0,0
vampire,0,,0,,1,,2,,0,0
nit,0,,0,,1,,3,,1,Neutral
devision,0,,0,,1,,1,,0,0
gentlemanhe,0,,0,,1,,0,,0,0
respectand,0,,0,,1,,0,,0,0
dooshh,0,,0,,1,,0,,0,0
facade,0,,0,,1,,1,,1,Neutral
farcethey,0,,0,,1,,0,,0,0
dialog,0,,0,,1,,0,,0,0
izzy,0,,0,,1,,0,,0,0
izzys,0,,0,,1,,0,,0,0
mindful,0,,0,,1,,1,,0,0
unauthorized,0,,0,,1,,0,,0,0
grampa,0,,0,,1,,0,,0,0
sleezy,0,,0,,1,,0,,0,0
schlap,0,,0,,1,,0,,0,0
tow,0,,0,,1,,0,,1,Neutral
withdrawl,0,,0,,1,,0,,0,0
cashing,0,,0,,1,,0,,0,0
metion,0,,0,,1,,0,,0,0
eeeeewwwww,0,,0,,1,,0,,0,0
zionst,0,,0,,1,,0,,0,0
multiplying,0,,0,,1,,0,,0,0
unconscious,0,,0,,1,,1,,0,0
trumpchildrens,0,,0,,1,,0,,0,0
jeb,0,,0,,1,,0,,0,0
plunge,0,,0,,1,,1,,0,0
cashed,0,,0,,1,,0,,0,0
bordered,0,,0,,1,,0,,0,0
boomed,0,,0,,1,,0,,0,0
whispered,0,,0,,1,,1,,0,0
unaware,0,,0,,1,,0,,0,0
wonky,0,,0,,1,,0,,0,0
geography,0,,0,,1,,0,,1,Neutral
lever,0,,0,,1,,0,,0,0
turf,0,,0,,1,,0,,0,0
routine,0,,0,,1,,1,,0,0
trailing,0,,0,,1,,0,,0,0
neverland,0,,0,,1,,0,,0,0
weaponless,0,,0,,1,,0,,0,0
spening,0,,0,,1,,0,,0,0
forcibly,0,,0,,1,,0,,0,0
bilions,0,,0,,1,,0,,0,0
bussy,0,,0,,1,,0,,0,0
defends,0,,0,,1,,0,,0,0
fiishing,0,,0,,1,,0,,0,0
nuff,0,,0,,1,,4,,0,0
mustering,0,,0,,1,,0,,0,0
extemporaneous,0,,0,,1,,0,,0,0
meyer,0,,0,,1,,0,,0,0
peoplewatch,0,,0,,1,,0,,0,0
imagination,0,,0,,1,,2,,0,0
trumpwhen,0,,0,,1,,0,,0,0
nbcindependantnew,0,,0,,1,,0,,0,0
timesreutersthe,0,,0,,1,,0,,0,0
guardiancnnbritanicathe,0,,0,,1,,0,,0,0
econmistcbs,0,,0,,1,,0,,0,0
newsnew,0,,0,,1,,0,,0,0
everyou,0,,0,,1,,0,,0,0
beleive,0,,0,,1,,1,,0,0
abut,0,,0,,1,,0,,0,0
dumbies,0,,0,,1,,0,,0,0
sings,0,,0,,1,,4,,1,Neutral
bidentrump,0,,0,,1,,0,,0,0
odesa,0,,0,,1,,0,,0,0
usaukraine,0,,0,,1,,0,,0,0
itw,0,,0,,1,,0,,0,0
deffinatly,0,,0,,1,,0,,0,0
peoole,0,,0,,1,,0,,0,0
positiv,0,,0,,1,,0,,0,0
diplomatically,0,,0,,1,,0,,0,0
mather,0,,0,,1,,0,,0,0
cunton,0,,0,,1,,0,,0,0
noticing,0,,0,,1,,0,,0,0
foggie,0,,0,,1,,0,,0,0
honduran,0,,0,,1,,0,,0,0
grevi,0,,0,,1,,0,,0,0
geovani,0,,0,,1,,0,,0,0
prattville,0,,0,,1,,0,,0,0
autauga,0,,0,,1,,0,,0,0
honduras,0,,0,,1,,0,,0,0
proceeded,0,,0,,1,,0,,0,0
guatemalan,0,,0,,1,,0,,0,0
bryan,0,,0,,1,,0,,0,0
gironcanil,0,,0,,1,,0,,0,0
cwbchicago,0,,0,,1,,0,,0,0
nicaraguan,0,,0,,1,,0,,0,0
hernan,0,,0,,1,,0,,0,0
mateos,0,,0,,1,,0,,0,0
developmentally,0,,0,,1,,0,,0,0
wooded,0,,0,,1,,0,,0,0
laredo,0,,0,,1,,0,,0,0
agreeing,0,,0,,1,,1,,1,Neutral
apprehended,0,,0,,1,,0,,0,0
usbp,0,,0,,1,,0,,0,0
reentered,0,,0,,1,,0,,0,0
miami,0,,0,,1,,0,,0,0
nicaragua,0,,0,,1,,0,,0,0
rafting,0,,0,,1,,0,,0,0
december,0,,0,,1,,1,,0,0
salvadoran,0,,0,,1,,0,,0,0
carlos,0,,0,,1,,0,,1,Neutral
breaux,0,,0,,1,,0,,0,0
karim,0,,0,,1,,0,,0,0
abou,0,,0,,1,,0,,0,0
najm,0,,0,,1,,0,,0,0
graduating,0,,0,,1,,0,,0,0
kimberlee,0,,0,,1,,0,,0,0
guillory,0,,0,,1,,0,,0,0
southwest,0,,0,,1,,1,,0,0
unaccompanied,0,,0,,1,,0,,0,0
administratively,0,,0,,1,,0,,0,0
solano,0,,0,,1,,0,,0,0
intoxicated,0,,0,,1,,0,,2,Neutral
indiana,0,,0,,1,,43,,0,0
muncie,0,,0,,1,,0,,0,0
matteo,0,,0,,1,,0,,0,0
watford,0,,0,,1,,0,,0,0
guatemala,0,,0,,1,,0,,0,0
kx,0,,0,,1,,0,,0,0
bridgewater,0,,0,,1,,0,,0,0
ecuadoran,0,,0,,1,,0,,0,0
leonardo,0,,0,,1,,2,,0,0
erpharo,0,,0,,1,,0,,0,0
coquillon,0,,0,,1,,0,,0,0
limber,0,,0,,1,,0,,0,0
funez,0,,0,,1,,0,,0,0
gambrill,0,,0,,1,,0,,0,0
frederick,0,,0,,1,,0,,0,0
alexis,0,,0,,1,,0,,0,0
alfredo,0,,0,,1,,0,,0,0
ayala,0,,0,,1,,0,,0,0
roberto,0,,0,,1,,0,,0,0
bladimir,0,,0,,1,,0,,0,0
ivan,0,,0,,1,,0,,0,0
canales,0,,0,,1,,0,,0,0
josue,0,,0,,1,,0,,0,0
mauricio,0,,0,,1,,0,,0,0
uacs,0,,0,,1,,0,,0,0
nexus,0,,0,,1,,0,,0,0
uac,0,,0,,1,,0,,0,0
countin,0,,0,,1,,0,,0,0
ramadan,0,,0,,1,,0,,0,0
haggis,0,,0,,1,,0,,0,0
postcoup,0,,0,,1,,0,,0,0
aboutanyways,0,,0,,1,,0,,0,0
gg,0,,0,,1,,1,,1,Neutral
hm,0,,0,,1,,0,,0,0
bingo,0,,0,,1,,1,,0,0
disastre,0,,0,,1,,0,,0,0
throught,0,,0,,1,,0,,0,0
gopsrebs,0,,0,,1,,0,,0,0
directer,0,,0,,1,,0,,0,0
heii,0,,0,,1,,0,,0,0
adhering,0,,0,,1,,0,,0,0
toothless,0,,0,,1,,0,,0,0
cletus,0,,0,,1,,0,,0,0
graveyard,0,,0,,1,,0,,0,0
ramus,0,,0,,1,,0,,0,0
elhanan,0,,0,,1,,0,,0,0
delousional,0,,0,,1,,0,,0,0
hindenburg,0,,0,,1,,0,,0,0
opponennt,0,,0,,1,,0,,0,0
youn,0,,0,,1,,0,,0,0
nuremburg,0,,0,,1,,0,,0,0
startedjust,0,,0,,1,,0,,0,0
elevator,0,,0,,1,,0,,1,Neutral
housedont,0,,0,,1,,0,,0,0
otherwises,0,,0,,1,,0,,0,0
dozed,0,,0,,1,,0,,0,0
he̬s,0,,0,,1,,0,,0,0
fukkking,0,,0,,1,,0,,0,0
reviving,0,,0,,1,,0,,0,0
nullification,0,,0,,1,,0,,0,0
queue,0,,0,,1,,0,,0,0
tenporary,0,,0,,1,,0,,0,0
thata,0,,0,,1,,0,,0,0
stipulation,0,,0,,1,,0,,0,0
adgendaulogy,0,,0,,1,,0,,0,0
zion,0,,0,,1,,0,,0,0
clamouring,0,,0,,1,,0,,0,0
avout,0,,0,,1,,0,,0,0
lysteria,0,,0,,1,,0,,0,0
selfprofessed,0,,0,,1,,0,,0,0
prosthetics,0,,0,,1,,0,,0,0
spat,0,,0,,1,,0,,0,0
lmaoo,0,,0,,1,,2,,0,0
exemplifies,0,,0,,1,,1,,1,Neutral
nsa,0,,0,,1,,0,,0,0
scaretactics,0,,0,,1,,0,,0,0
obfuscation,0,,0,,1,,0,,0,0
doofus,0,,0,,1,,0,,0,0
cpac,0,,0,,1,,0,,0,0
kleptocracy,0,,0,,1,,0,,0,0
dunk,0,,0,,1,,0,,0,0
alongside,0,,0,,1,,0,,0,0
nsnelxknenekdnrjr,0,,0,,1,,0,,0,0
incorporated,0,,0,,1,,0,,0,0
buzzword,0,,0,,1,,0,,1,Neutral
sprinter,0,,0,,1,,0,,0,0
selfcentered,0,,0,,1,,0,,0,0
occupational,0,,0,,1,,0,,0,0
licensing,0,,0,,1,,0,,0,0
proclaiming,0,,0,,1,,0,,0,0
kneecap,0,,0,,1,,0,,0,0
ethnically,0,,0,,1,,0,,0,0
dumpe,0,,0,,1,,0,,0,0
reasonswe,0,,0,,1,,0,,0,0
secondary,0,,0,,1,,0,,0,0
quo,0,,0,,1,,2,,1,Neutral
timer,0,,0,,1,,1,,0,0
scandinavian,0,,0,,1,,0,,0,0
swedish,0,,0,,1,,1,,0,0
worldview,0,,0,,1,,0,,0,0
enlightened,0,,0,,1,,1,,0,0
interfered,0,,0,,1,,0,,0,0
involvemnet,0,,0,,1,,0,,0,0
blitzed,0,,0,,1,,0,,0,0
adhd,0,,0,,1,,0,,0,0
bluecollar,0,,0,,1,,0,,0,0
spiraled,0,,0,,1,,0,,0,0
committments,0,,0,,1,,0,,0,0
burdened,0,,0,,1,,1,,0,0
borderthe,0,,0,,1,,0,,0,0
baggagesenator,0,,0,,1,,0,,0,0
klobuchar,0,,0,,1,,0,,0,0
wittmer,0,,0,,1,,0,,0,0
hakem,0,,0,,1,,0,,0,0
oof,0,,0,,1,,0,,0,0
lakeland,0,,0,,1,,0,,0,0
premise,0,,0,,1,,0,,0,0
outvote,0,,0,,1,,0,,0,0
catty,0,,0,,1,,0,,0,0
zio,0,,0,,1,,0,,0,0
organizes,0,,0,,1,,0,,0,0
privilages,0,,0,,1,,0,,0,0
escaping,0,,0,,1,,0,,0,0
scotfree,0,,0,,1,,0,,0,0
independently,0,,0,,1,,0,,1,Neutral
campagins,0,,0,,1,,0,,0,0
lobbiests,0,,0,,1,,0,,0,0
funders,0,,0,,1,,0,,0,0
obidently,0,,0,,1,,0,,0,0
turbulance,0,,0,,1,,0,,0,0
consolidate,0,,0,,1,,0,,0,0
crumb,0,,0,,1,,1,,0,0
genocidejoe,0,,0,,1,,0,,0,0
quilty,0,,0,,1,,0,,0,0
genoicde,0,,0,,1,,0,,0,0
brittish,0,,0,,1,,0,,0,0
neurenberg,0,,0,,1,,0,,0,0
proces,0,,0,,1,,0,,0,0
tthe,0,,0,,1,,0,,0,0
lawsytem,0,,0,,1,,0,,0,0
warciminials,0,,0,,1,,0,,0,0
topless,0,,0,,1,,0,,0,0
pepperidge,0,,0,,1,,0,,0,0
nonanswer,0,,0,,1,,0,,0,0
raprock,0,,0,,1,,0,,0,0
wellinformed,0,,0,,1,,0,,0,0
misdisinformation,0,,0,,1,,0,,0,0
punjabi,0,,0,,1,,0,,0,0
sikh,0,,0,,1,,0,,0,0
favouritism,0,,0,,1,,0,,0,0
gloss,0,,0,,1,,0,,1,Neutral
dyedinthewool,0,,0,,1,,0,,0,0
worser,0,,0,,1,,0,,0,0
colonialism,0,,0,,1,,2,,0,0
fffffff,0,,0,,1,,0,,0,0
reversal,0,,0,,1,,0,,0,0
simplification,0,,0,,1,,0,,0,0
hoped,0,,0,,1,,0,,0,0
mannerism,0,,0,,1,,0,,2,Neutral
studdering,0,,0,,1,,0,,0,0
hobby,0,,0,,1,,0,,0,0
eitherdo,0,,0,,1,,0,,0,0
civiliansof,0,,0,,1,,0,,0,0
cgi,0,,0,,1,,1,,0,0
naturalization,0,,0,,1,,0,,0,0
token,0,,0,,1,,0,,0,0
clearance,0,,0,,1,,3,,1,Neutral
imho,0,,0,,1,,0,,0,0
headroom,0,,0,,1,,0,,0,0
neurodegeneration,0,,0,,1,,0,,0,0
gb,0,,0,,1,,0,,0,0
mistook,0,,0,,1,,0,,0,0
duche,0,,0,,1,,0,,0,0
slojoe,0,,0,,1,,0,,0,0
antizionists,0,,0,,1,,0,,0,0
jewishness,0,,0,,1,,0,,0,0
antisemites,0,,0,,1,,0,,0,0
rafahtheyve,0,,0,,1,,0,,0,0
fullthroated,0,,0,,1,,0,,0,0
motivating,0,,0,,1,,3,,0,0
trp,0,,0,,1,,0,,1,Neutral
fingerpointing,0,,0,,1,,0,,0,0
foothill,0,,0,,1,,0,,0,0
himalaya,0,,0,,1,,0,,0,0
admistration,0,,0,,1,,0,,0,0
lala,0,,0,,1,,0,,0,0
citing,0,,0,,1,,0,,1,Neutral
crmes,0,,0,,1,,0,,0,0
diesnt,0,,0,,1,,0,,0,0
solvable,0,,0,,1,,0,,0,0
malthusian,0,,0,,1,,0,,0,0
curtailing,0,,0,,1,,0,,0,0
procreate,0,,0,,1,,0,,0,0
uhno,0,,0,,1,,0,,0,0
crowed,0,,0,,1,,0,,1,Neutral
thump,0,,0,,1,,0,,0,0
goldwater,0,,0,,1,,0,,0,0
evangelicals,0,,0,,1,,0,,0,0
noooooo,0,,0,,1,,1,,0,0
wayy,0,,0,,1,,0,,0,0
foo,0,,0,,1,,0,,1,Neutral
coolaid,0,,0,,1,,0,,0,0
ethnostate,0,,0,,1,,0,,0,0
tipical,0,,0,,1,,0,,0,0
decrap,0,,0,,1,,0,,0,0
showno,0,,0,,1,,0,,0,0
bidum,0,,0,,1,,0,,0,0
linchpin,0,,0,,1,,0,,0,0
beor,0,,0,,1,,0,,0,0
decimated,0,,0,,1,,1,,1,Neutral
israelm,0,,0,,1,,0,,0,0
goodim,0,,0,,1,,0,,0,0
causality,0,,0,,1,,0,,0,0
netanyahuhes,0,,0,,1,,0,,0,0
talkamericans,0,,0,,1,,0,,0,0
meddling,0,,0,,1,,0,,0,0
slaughtering,0,,0,,1,,0,,0,0
bumbles,0,,0,,1,,0,,0,0
forked,0,,0,,1,,0,,0,0
colleg,0,,0,,1,,0,,0,0
hmmmmmm,0,,0,,1,,0,,0,0
pausing,0,,0,,1,,0,,0,0
celebraties,0,,0,,1,,0,,0,0
speachlol,0,,0,,1,,0,,0,0
damnit,0,,0,,1,,1,,0,0
cured,0,,0,,1,,0,,0,0
litterly,0,,0,,1,,0,,0,0
usmade,0,,0,,1,,0,,0,0
paidfor,0,,0,,1,,0,,0,0
hipocracy,0,,0,,1,,0,,0,0
cellar,0,,0,,1,,0,,0,0
cohortsthat,0,,0,,1,,0,,0,0
onit,0,,0,,1,,0,,0,0
freedomloving,0,,0,,1,,0,,0,0
upthey,0,,0,,1,,0,,0,0
neuter,0,,0,,1,,0,,0,0
ummmmm,0,,0,,1,,0,,0,0
sniffy,0,,0,,1,,0,,0,0
soooooooooooooo,0,,0,,1,,0,,0,0
hmmmmmmmmmmm,0,,0,,1,,0,,0,0
couldntthey,0,,0,,1,,0,,0,0
encourages,0,,0,,1,,0,,1,Neutral
tiptoeing,0,,0,,1,,0,,0,0
zionits,0,,0,,1,,0,,0,0
bidenmr,0,,0,,1,,0,,0,0
constitutiondo,0,,0,,1,,0,,0,0
thatthats,0,,0,,1,,0,,0,0
aboutwell,0,,0,,1,,0,,0,0
itthat,0,,0,,1,,0,,0,0
itall,0,,0,,1,,0,,0,0
disent,0,,0,,1,,0,,0,0
brady,0,,0,,1,,0,,0,0
petro,0,,0,,1,,0,,0,0
dollarswe,0,,0,,1,,0,,0,0
employeryou,0,,0,,1,,0,,0,0
bosswe,0,,0,,1,,0,,0,0
overlordsdo,0,,0,,1,,0,,0,0
potatoe,0,,0,,1,,0,,0,0
ucla,0,,0,,1,,0,,0,0
proisraeli,0,,0,,1,,0,,0,0
coughing,0,,0,,1,,1,,0,0
womensriots,0,,0,,1,,0,,0,0
scurry,0,,0,,1,,0,,0,0
intimidated,0,,0,,1,,1,,0,0
extends,0,,0,,1,,0,,0,0
lawlesspolitics,0,,0,,1,,0,,0,0
semite,0,,0,,1,,0,,0,0
semitism,0,,0,,1,,0,,0,0
wks,0,,0,,1,,0,,0,0
freeloading,0,,0,,1,,0,,0,0
migrates,0,,0,,1,,0,,0,0
critiquing,0,,0,,1,,0,,0,0
carrie,0,,0,,1,,2,,0,0
sncc,0,,0,,1,,0,,0,0
sitins,0,,0,,1,,0,,0,0
starched,0,,0,,1,,0,,0,0
denim,0,,0,,1,,0,,0,0
descend,0,,0,,1,,1,,0,0
thenoh,0,,0,,1,,0,,0,0
rightthey,0,,0,,1,,0,,0,0
breaker,0,,0,,1,,1,,0,0
urn,0,,0,,1,,0,,0,0
mantel,0,,0,,1,,0,,0,0
canibiliam,0,,0,,1,,0,,0,0
fligh,0,,0,,1,,0,,0,0
wattson,0,,0,,1,,0,,0,0
coffe,0,,0,,1,,0,,0,0
naked,0,,0,,1,,4,,0,0
bubbling,0,,0,,1,,0,,0,0
dunhams,0,,0,,1,,0,,0,0
lantern,0,,0,,1,,0,,0,0
haman,0,,0,,1,,0,,0,0
unfaitful,0,,0,,1,,0,,0,0
businessmanpolitician,0,,0,,1,,0,,0,0
racistcomplete,0,,0,,1,,0,,0,0
predatorrapist,0,,0,,1,,0,,0,0
mumberling,0,,0,,1,,0,,0,0
bumberling,0,,0,,1,,0,,0,0
walkon,0,,0,,1,,0,,0,0
platformthats,0,,0,,1,,0,,0,0
pediatric,0,,0,,1,,0,,0,0
neurosurgeon,0,,0,,1,,0,,0,0
flamenco,0,,0,,1,,0,,0,0
thrashing,0,,0,,1,,0,,0,0
comnended,0,,0,,1,,0,,0,0
honourably,0,,0,,1,,0,,0,0
andcably,0,,0,,1,,0,,0,0
constutution,0,,0,,1,,0,,0,0
weaved,0,,0,,1,,0,,0,0
indicative,0,,0,,1,,0,,0,0
elequent,0,,0,,1,,0,,0,0
theifing,0,,0,,1,,0,,0,0
tiered,0,,0,,1,,0,,0,0
turdeau,0,,0,,1,,0,,0,0
laser,0,,0,,1,,1,,1,Neutral
rentacrowd,0,,0,,1,,0,,0,0
leaderless,0,,0,,1,,0,,0,0
tex,0,,0,,1,,0,,0,0
mex,0,,0,,1,,0,,0,0
peopled,0,,0,,1,,0,,0,0
sha,0,,0,,1,,0,,0,0
notable,0,,0,,1,,1,,0,0
au,0,,0,,1,,0,,1,Neutral
mannequin,0,,0,,1,,1,,0,0
ashow,0,,0,,1,,0,,0,0
dunham,0,,0,,1,,1,,0,0
cg,0,,0,,1,,0,,0,0
werry,0,,0,,1,,0,,0,0
mmse,0,,0,,1,,0,,0,0
dice,0,,0,,1,,0,,1,Neutral
clay,0,,0,,1,,0,,2,Neutral
whie,0,,0,,1,,0,,0,0
jokey,0,,0,,1,,0,,0,0
chesternette,0,,0,,1,,0,,0,0
noser,0,,0,,1,,0,,0,0
ohomobama,0,,0,,1,,0,,0,0
alcatraz,0,,0,,1,,0,,0,0
cellblock,0,,0,,1,,0,,0,0
bidenobamas,0,,0,,1,,0,,0,0
winkin,0,,0,,1,,0,,0,0
blinkie,0,,0,,1,,0,,0,0
stirring,0,,0,,1,,1,,1,Neutral
slurpee,0,,0,,1,,0,,0,0
girlbosswinemom,0,,0,,1,,0,,0,0
selfaccountability,0,,0,,1,,0,,0,0
forwarded,0,,0,,1,,0,,0,0
kenyan,0,,0,,1,,0,,1,Neutral
connecticut,0,,0,,1,,0,,0,0
wizard,0,,0,,1,,0,,0,0
drybar,0,,0,,1,,0,,0,0
swearing,0,,0,,1,,3,,1,Neutral
elecyion,0,,0,,1,,0,,0,0
obambam,0,,0,,1,,0,,0,0
instructed,0,,0,,1,,1,,0,0
frayed,0,,0,,1,,0,,0,0
russiaukraine,0,,0,,1,,0,,0,0
hamasisrael,0,,0,,1,,0,,0,0
tater,0,,0,,1,,0,,3,Neutral
shyt,0,,0,,1,,0,,0,0
obamaclinton,0,,0,,1,,0,,0,0
lucidity,0,,0,,1,,0,,0,0
presides,0,,0,,1,,0,,0,0
worthwhilefind,0,,0,,1,,0,,0,0
cameron,0,,0,,1,,0,,0,0
guter,0,,0,,1,,0,,0,0
puppetmaster,0,,0,,1,,0,,0,0
ridiculed,0,,0,,1,,1,,0,0
arrange,0,,0,,1,,0,,0,0
puller,0,,0,,1,,0,,0,0
interposing,0,,0,,1,,0,,0,0
fuqbydoneand,0,,0,,1,,0,,0,0
poney,0,,0,,1,,0,,0,0
awakening,0,,0,,1,,0,,0,0
xrp,0,,0,,1,,0,,0,0
xrpxlm,0,,0,,1,,0,,0,0
discount,0,,0,,1,,0,,0,0
studyiq,0,,0,,1,,0,,0,0
hinglish,0,,0,,1,,0,,0,0
hindi,0,,0,,1,,0,,0,0
optionals,0,,0,,1,,0,,0,0
insomnia,0,,0,,1,,0,,0,0
pakistani,0,,0,,1,,1,,0,0
tukey,0,,0,,1,,0,,0,0
vloggers,0,,0,,1,,0,,0,0
sab,0,,0,,1,,0,,0,0
peche,0,,0,,1,,0,,0,0
sirf,0,,0,,1,,0,,0,0
ind,0,,0,,1,,0,,0,0
ek,0,,0,,1,,0,,0,0
bhi,0,,0,,1,,0,,0,0
uper,0,,0,,1,,0,,0,0
scaryphobic,0,,0,,1,,0,,0,0
indiphobic,0,,0,,1,,0,,0,0
bieden,0,,0,,1,,0,,0,0
dedollariziation,0,,0,,1,,0,,0,0
cr,0,,0,,1,,0,,0,0
jihaadis,0,,0,,1,,0,,0,0
bihari,0,,0,,1,,0,,0,0
whenver,0,,0,,1,,0,,0,0
urself,0,,0,,1,,0,,0,0
rohingias,0,,0,,1,,0,,0,0
jai,0,,0,,1,,0,,0,0
ladakh,0,,0,,1,,0,,0,0
organisation,0,,0,,1,,0,,0,0
mapbtw,0,,0,,1,,0,,0,0
logout,0,,0,,1,,0,,0,0
casteism,0,,0,,1,,0,,0,0
migrate,0,,0,,1,,0,,0,0
bengali,0,,0,,1,,0,,0,0
kya,0,,0,,1,,0,,0,0
bolenge,0,,0,,1,,0,,0,0
begged,0,,0,,1,,0,,0,0
vece,0,,0,,1,,0,,0,0
versa,0,,0,,1,,2,,0,0
mainland,0,,0,,1,,1,,0,0
tallent,0,,0,,1,,0,,0,0
foreignersexcept,0,,0,,1,,0,,0,0
applicable,0,,0,,1,,1,,0,0
kensington,0,,0,,1,,1,,0,0
kalu,0,,0,,1,,0,,0,0
takle,0,,0,,1,,0,,0,0
chikne,0,,0,,1,,0,,0,0
mindi,0,,0,,1,,0,,0,0
aerospace,0,,0,,1,,0,,0,0
cummins,0,,0,,1,,0,,0,0
nikola,0,,0,,1,,0,,0,0
ancestory,0,,0,,1,,1,,0,0
fisherman,0,,0,,1,,0,,0,0
baker,0,,0,,1,,0,,0,0
architect,0,,0,,1,,0,,1,Neutral
musiciansall,0,,0,,1,,0,,0,0
marxism,0,,0,,1,,1,,0,0
buring,0,,0,,1,,0,,0,0
housed,0,,0,,1,,1,,0,0
clothed,0,,0,,1,,0,,0,0
innceng,0,,0,,1,,0,,0,0
totaly,0,,0,,1,,0,,0,0
hammas,0,,0,,1,,0,,0,0
neighboring,0,,0,,1,,0,,1,Neutral
protestersagitators,0,,0,,1,,0,,0,0
backer,0,,0,,1,,0,,0,0
scranford,0,,0,,1,,0,,0,0
allright,0,,0,,1,,0,,0,0
appeaser,0,,0,,1,,0,,0,0
thingclose,0,,0,,1,,0,,0,0
toying,0,,0,,1,,1,,0,0
lihe,0,,0,,1,,0,,0,0
nowthats,0,,0,,1,,0,,0,0
swallowed,0,,0,,1,,0,,0,0
seriosly,0,,0,,1,,0,,0,0
neighbouring,0,,0,,1,,0,,0,0
exacerbating,0,,0,,1,,0,,0,0
eject,0,,0,,1,,0,,0,0
santa,0,,0,,1,,1,,1,Neutral
defecated,0,,0,,1,,0,,0,0
cemented,0,,0,,1,,0,,0,0
victimless,0,,0,,1,,0,,0,0
bodenobama,0,,0,,1,,0,,0,0
crazier,0,,0,,1,,1,,0,0
unass,0,,0,,1,,0,,0,0
relocate,0,,0,,1,,0,,2,Neutral
gp,0,,0,,1,,0,,0,0
outskirt,0,,0,,1,,0,,0,0
relocation,0,,0,,1,,0,,0,0
candidly,0,,0,,1,,0,,0,0
aclu,0,,0,,1,,0,,0,0
stiffer,0,,0,,1,,0,,0,0
shoplifting,0,,0,,1,,0,,1,Neutral
worshipping,0,,0,,1,,0,,0,0
hindsight,0,,0,,1,,0,,0,0
bollock,0,,0,,1,,0,,0,0
sixpack,0,,0,,1,,0,,0,0
redbulls,0,,0,,1,,0,,0,0
pedestal,0,,0,,1,,0,,0,0
lockbreak,0,,0,,1,,0,,0,0
synonym,0,,0,,1,,0,,0,0
joye,0,,0,,1,,1,,0,0
pushup,0,,0,,1,,0,,0,0
hindering,0,,0,,1,,0,,0,0
loldoes,0,,0,,1,,0,,0,0
gazacommonsense,0,,0,,1,,0,,0,0
evaluated,0,,0,,1,,0,,1,Neutral
tightrope,0,,0,,1,,0,,0,0
genocidairs,0,,0,,1,,0,,0,0
assaulting,0,,0,,1,,0,,0,0
comapred,0,,0,,1,,0,,0,0
disapproves,0,,0,,1,,0,,0,0
invoking,0,,0,,1,,0,,0,0
outline,0,,0,,1,,0,,0,0
exhibition,0,,0,,1,,0,,0,0
exert,0,,0,,1,,0,,0,0
omgno,0,,0,,1,,0,,0,0
activism,0,,0,,1,,0,,2,Neutral
alles,0,,0,,1,,0,,0,0
lecture,0,,0,,1,,3,,0,0
monument,0,,0,,1,,0,,0,0
constructed,0,,0,,1,,1,,0,0
mutilated,0,,0,,1,,0,,1,Neutral
kown,0,,0,,1,,0,,0,0
spellin,0,,0,,1,,0,,0,0
religionwe,0,,0,,1,,0,,0,0
endangered,0,,0,,1,,1,,0,0
vandalism,0,,0,,1,,0,,0,0
dilute,0,,0,,1,,1,,0,0
comingyou,0,,0,,1,,0,,0,0
baptist,0,,0,,1,,1,,1,Neutral
methodist,0,,0,,1,,0,,0,0
armament,0,,0,,1,,0,,0,0
milley,0,,0,,1,,0,,0,0
stockpiling,0,,0,,1,,0,,0,0
weaponry,0,,0,,1,,0,,0,0
readout,0,,0,,1,,0,,0,0
tocontain,0,,0,,1,,0,,0,0
confidential,0,,0,,1,,0,,0,0
compensated,0,,0,,1,,0,,0,0
partnership,0,,0,,1,,0,,0,0
pivot,0,,0,,1,,0,,0,0
redacted,0,,0,,1,,1,,0,0
quantity,0,,0,,1,,0,,0,0
brokendown,0,,0,,1,,0,,0,0
deflection,0,,0,,1,,1,,0,0
interjection,0,,0,,1,,0,,0,0
dooclol,0,,0,,1,,0,,0,0
ketanji,0,,0,,1,,0,,0,0
lyingnjoe,0,,0,,1,,0,,0,0
liarsa,0,,0,,1,,0,,0,0
traitora,0,,0,,1,,0,,0,0
pedophilea,0,,0,,1,,0,,0,0
incestual,0,,0,,1,,0,,0,0
samehe,0,,0,,1,,0,,0,0
instructedor,0,,0,,1,,0,,0,0
